Script started on 2021-04-03 19:46:15-03:00 [TERM="xterm-256color" TTY="/dev/pts/1" COLUMNS="205" LINES="20"]
CPU(%)	MEM(MB)
200,69 	 100,6
200,93 	 73,92
200,93 	 73,92
202,18 	 140,3
202,18 	 140,3
202,54 	 124
202,54 	 124
204,41 	 73,09
204,41 	 73,09
203,40 	 73,82
203,40 	 73,82
201,07 	 126,8
201,07 	 126,8
201,64 	 70,43
201,64 	 70,43
201,81 	 34,67
201,81 	 34,67
201,82 	 120,1
201,82 	 120,1
204,33 	 17,91
204,33 	 17,91
202,67 	 106,1
202,67 	 106,1
203,62 	 55,98
203,62 	 55,98
203,53 	 49,98
203,53 	 49,98
202,51 	 126,2
202,51 	 126,2
201,53 	 19,89
201,53 	 19,89
203,36 	 76
203,36 	 76
202,48 	 27,93
202,48 	 27,93
202,65 	 102,1
202,65 	 102,1
201,80 	 110,3
201,80 	 110,3
202,91 	 98,04
202,91 	 98,04
200,76 	 50,01
200,76 	 50,01
202,59 	 52,04
202,59 	 52,04
201,50 	 23,96
201,50 	 23,96
201,29 	 98,05
201,29 	 98,05
201,82 	 80,01
201,82 	 80,01
201,96 	 31,97
201,96 	 31,97
202,88 	 41,94
202,88 	 41,94
203,45 	 116,1
203,45 	 116,1
202,14 	 45,95
202,14 	 45,95
201,29 	 56,03
201,29 	 56,03
202,32 	 72
202,32 	 72
201,95 	 108,1
201,95 	 108,1
134,30 	 11,26
134,30 	 11,26
0,05 	 11,25
0,05 	 11,25
0,23 	 11,25
0,23 	 11,25
0,09 	 11,25
0,09 	 11,25
0,07 	 11,25
0,07 	 11,25
0,26 	 11,25
0,26 	 11,25
0,09 	 11,25
0,09 	 11,25
0,06 	 11,25
0,06 	 11,25
0,28 	 11,25
0,28 	 11,25
0,07 	 11,25
0,07 	 11,25

Script done on 2021-04-03 19:48:35-03:00 [COMMAND_EXIT_CODE="0"]
